country,winery,variety,points,price,description
US,Trinity Vineyards,Pinot Noir,92,35,"This is a remarkable value in a small-production, estate-grown Oregon Pinot. Dark and substantial, though still quite young and tight, it's a juicy, tart, spicy wine with a whiff of chai tea, alongside raspberry, black cherry and red licorice flavors."
US,Muscardini,Red Blend,92,49,"The winery's robust blend of Sangiovese, Syrah and Cabernet Sauvignon, some of which comes from Monte Rosso, is structured and surprisingly high-toned, offering herbal cherry, raspberry, cigar box and peppery spice. Aged in bottle for a while, it's enjoyable now and has the bones to get better; try after 2016."
Italy,Occhipinti,Red Blend,92,30,"Very pretty aromas of rose, violet and perfumed berry lead the nose on this concentrated wine. The juicy palate offers blackberry, black cherry, licorice and white pepper alongside lithe, polished tannins and bright acidity. The succulent finish closes on a mineral note."
Italy,Argiolas,Red Blend,92,80,"Made mostly with Cannonau and small amounts of other Sardinian grapes Bovale, Carignano and Malvasia Nera, this structured red conveys aromas of black-skinned fruit, exotic spice, oak and Mediterranean brush. The full-bodied but elegant palate offers dried blackberry, vanilla, roasted coffee bean and savory herb alongside velvety tannins."
Spain,Granbazn,Albario,92,24,"Stony peach and mandarin orange aromas are touched up by a note of white licorice gumdrop on this well-cut, finesse-filled Albario. In the mouth, an elegant dance ensues between minerality, lees notes and citric acidity. Flavors of apricot, peach and melon finish minerally and with a slow but steady fade. Drink through 2016."
Argentina,Vicentin,Malbec,92,40,"Ripe, deep, cedary and mildly raisiny on the nose, this high-alcohol Malbec is generous and full up front, with accents of prune and graphite. The palate is loaded with extracted berry fruit and oak. Flavors of blackberry, mocha, toast and licorice are highly appealing, while chocolaty oak, clove and black-fruit notes push the finish. Drink through 2018."
France,Helfrich,Riesling,88,25,"Already showing signs of the kerosene aromas that comes from aging Riesling, this is a tangy, aromatic and not quite dry wine with white peach flavors and a zesty aftertaste. Drink now."
France,Boeckel,Riesling,88,,"This attractive, aromatic wine is bone-dry, crisp and fresh. With its white fruits cut by a line of steely acidity, it's a tight, fragrant single-vineyard wine needing to age. Drink from 2016."
US,Bonneau,Cabernet Sauvignon,88,48,"A 100% Cabernet Sauvignon that offers cherry, plum and earthy spice, the tannins soft and supple. This is a wine to enjoy now, aged close to two years in French oak, 20% of it new."
US,Brander,Cabernet Franc,88,30,"The first to plant the grape in the Santa Ynez Valley, Fred Brander has a current Cab Franc release that hits the nose with black-as-night scents of wet potting soil and black pepper. The flavors are slow to emerge, but blueberry crumble, chocolate and crushed herbs appear with patience."
Italy,CarlindePaolo,Nebbiolo,88,39,"Aromas recall crushed raspberry, anisette, tilled earth and a whiff of cellar must. The soft palate doles out ripe black cherry, licorice and white pepper alongside polished tannins. It doesn't have much complexity but it's savory and already enjoyable. Drink through 2017."
France,Chteau Bertinerie,Bordeaux-style Red Blend,88,15,"Attractive and smooth, this is a ripe, broad wine with its soft, juicy red berry fruits and supporting firm tannins. Balanced and fruity, it is ready to drink, finishing with a crisp texture of acidity."
France,Chteau des Landes,Bordeaux-style Red Blend,88,40,"From Chteau des Landes' old vines, this is a concentrated, solid wine. Dark tannins have dark chocolate and licorice flavors, with a structure that dominates the fruit and needs to soften. New wood aging was perhaps excessive, but give the wine time. Drink from 2017."
France,Chteau Guerry,Bordeaux-style Red Blend,88,25,"While this is a rich wine, it also has a more fruity character that brings out acidity and a streak of freshness. It's firm at the moment, reflecting a need for aging. Dense and full of berry fruits, it will be best drunk from 2017."
France,Chteau les Arromans,Merlot,88,17,"A very rich, almost Port-like ripeness and dense black fruits give this wine powerful presence. It has weight and sweet fruitiness that is happily cut with acidity. Tannins provide a light reminder of the chance to age this wine. Drink now and until 2019."
France,Chteau Pibran,Bordeaux-style Red Blend,88,35,"The second wine of Chteau Pibran, this is ripe, juicy and attractive now. Black and red fruits burst from the glass, giving a rich character. That is balanced with refreshing acidity and a light tannic character. The wine will develop quickly, so drink from 2017."
France,Chteau Ramage la Batisse,Bordeaux-style Red Blend,88,22,"A wine that is soft, rich in blackberry and currant fruitiness and with a fresh, jammy texture. Youthful acidity is prominent, giving a fresh, juicy character to the aftertaste. At the moment, it is all fruit, so wait until 2016."
US,Ballentine,Zinfandel,88,25,"With brawny tannins and a taste of tar and oak, this wine is predominantly about dark, black fruit, the spicy finish measured and complementary to the rest of the components. It's a classic barbecue wine."
Italy,Rattalino,Nebbiolo,88,48,"Aromas of rose petals, blue flower and ripe berries waft out of the glass along with a whiff of farmyard. The ripe palate delivers crushed Morello cherry sweetened up with vanilla alongside drying tannins."
US,Dunham,Chardonnay,88,25,"Young and yeasty, this new vintage will benefit from additional time in bottle. The light apple and pear fruit is dusted with a hint of cinnamon. A brief stint in French oakroughly 40%shows a pleasant hint of toast."
France,Henri Schoenheitz,Riesling,88,20,"This is a single-vineyard wine, one of a range of three Rieslings from Schoenheitz. It is attractively perfumed with white flowers and fruit blossom. The acidity and zesty texture balance the off-dry flavors. Crisp apples add to the fresh-while-structured character. Drink now, although it will be better from 2016."
US,Epiphany,Syrah,88,35,"This begins with aromas of herb-crusted, charred pork belly, graphite and shaved wood. A touch of black fruit lingers in the background of the palate, but the stars are black pepper, licorice, hard herbs, black soot, asphalt and very grippy tannins. Wait at least until 2016 for some mellowing."
US,Fox Run,Cabernet Franc,88,45,"Tart red cherries mingle with notes of warm toast, cedar and menthol in this bold, richly bodied Cabernet Franc. Bright cranberry notes cut through the midpalate, which is fringed by fine grained tannins, leading to a lingering hint of savory umami on the finish."
Italy,Gomba,Nebbiolo,88,39,"Licorice, cinnamon, black pepper and ripe berry aromas take center stage on this structured wine. The palate offers black cherry, anisette and black pepper alongside youthfully aggressive tannins. Drink 20182030."
US,Joullian,Chardonnay,88,35,"Grapefruit pith, green apple and sea salt make for a striking nose from fruit grown on one of the appellation's older vineyards. Rich flavors of apple cream, lemon curd and salty caramel carry the palate."
US,Lakewood,Pinot Noir,88,30,"Pretty lavender and violet notes entice on the nose of this sparkling Pinot Noir. It's bold in mousse, boasting a dense, mouthfilling foam, yet fresh apple and pear flavors are envigorated by zesty lemon-lime acidity, leading to a long finish."
US,Lieb,Bordeaux-style Red Blend,88,35,"A spray of fragrant cherry blossoms lifts aromas of ripe black plum, toast and mushroom on this lush, layered red. Big, slightly scratchy tannins line a palate that's ripe with fruit, yet nuanced by earth and bramble. It's bold and unctuous through a moderately long finish."
Italy,Mauro Veglio,Nebbiolo,88,21,"An intense, inviting fragrance of rose and fresh red berry takes center stage on this bright, youthful expression of Nebbiolo. The palate offers juicy Morello cherry, espresso and white pepper alongside youthfully feisty but polished tannins. A touch of licorice signals the close."
France,Chteau des Demoiselles,Bordeaux-style Red Blend,88,40,"The wine's strong toasty character is balanced by the potential of the ripe fruit and acidity. It's still showing as young, the wood aging covering the fruit. Wait until 2017 and the balance will be right there. This cuve is harvested from des Demoiselles plots, one of 13 chateaus in the Ducourt family."
France,Chteau Godard Bellevue,Bordeaux-style Red Blend,88,18,"Structured and balanced, this wine has great fruits that go with the tannins and rich texture. There is an unusually low amount of Merlot (60%) with 25% Cabernet Sauvignon and 15% Cabernet Franc for the area, yet there is a strongly juicy feel to the wine that gives a generous side. It is developing well; drink from 2016."
US,Black Box,Cabernet Sauvignon,88,30,"Cherry, pepper, grilled meat, mint and smoke make for a great bouquet, and the palate rewards as well, with plum jam and roast beef notes. There are tannins and vibrant acidity, too, washing the palate clean after each sip."
Chile,Arboleda,Cabernet Sauvignon,88,20,"Blackberry and cassis aromas show earthy and herbaceous hints, with coconut and vanilla tones coming on late. The acid-driven palate meets oaky flavors of coconut and vanilla, softened by plum and cherry notes on the finish."
US,Boomtown,Syrah,88,19,"This ready to drink wine seems tailor-made for manyloaded with blueberry fruit, it's a soft, smooth, easy-drinking style. The rich streaks of vanilla and milk chocolate keep it satisfying to the very end."
US,Brian Carter Cellars,Red Blend,88,15,"An all time high of a dozen different grapes are involved in this red blend, yet veteran winemaker Brian Carter wrangles them all into a lovely, fruit-powered, consistent style. Name your berryit's in there somewhere, along with Bing cherries and a dash of spice."
US,Columbia Crest,Cabernet Sauvignon,88,15,"Varietal notes of cherry, black currant and dried herbs accented by barrel notes of milk chocolate and vanilla. It's medium bodied, showing some grit to the tannins."
